加权排名,原始排名,排名变化,Twitter用户名,显示名称,加权总分,原始总分,分数增幅%,出现次数,平均排名,最高排名,最低排名,官方认证,蓝V认证,粉丝数,相关产品列表
38,34,-4,HBCoop_,Heather Cooper,937.56,654.90,43.16,25,231.6,10,492,✓,,51945,"Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v6, Midjourney v6, Midjourney v6, Midjourney v6, Midjourney v6, Midjourney v6, Gemini 2.0 Flash, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Sora 2"
39,43,4,mark_k,Mark Kretschmann,894.87,552.86,61.86,17,190.8,3,481,✓,,17797,"Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, GPT-4.5, GPT-4.5, GPT-4o Image Generation, Claude 4, Claude 4, Claude 4, Claude 4, Claude 4, Claude 4, GPT-5, GPT-5, GPT-5, Sora 2, Sora 2"
40,42,2,shota7180,木内翔大＠SHIFT AI代表「日本をAI先進国に」𝕏,872.02,558.99,56.00,31,253.2,15,478,,,138151,"Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Claude 3.5 Haiku, Claude 3.5 Haiku, Claude 3.5 Haiku, Veo 2, Veo 2, Veo 2, GPT-4.5, Manus, Manus, Manus, Manus, Manus, Lovable 2.0, Claude 4, Claude 4, Claude 4, GPT-5, ChatGPT Agent, ChatGPT Agent, Sora 2, Sora 2, Sora 2, Sora 2"
41,45,4,GeminiApp,Google Gemini App,851.37,522.86,62.83,15,198.6,10,459,✓,,227260,"Gemini 2.0 Flash, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5"
42,40,-2,azed_ai,Amira Zairi,849.79,592.30,43.47,24,178.2,25,305,✓,,38853,"Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v6, Midjourney v6, Veo 2, Sora 2, Sora 2, Sora 2, Sora 2"
43,41,-2,wesbos,Wes Bos,840.10,582.68,44.18,23,228.8,11,482,✓,,412392,"GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, GPT-4"
44,39,-5,Yamkaz,やまかず,824.30,598.59,37.71,7,16.0,1,29,,,32594,"Stable Diffusion v2, Stable Diffusion v2, Stable Diffusion v2, Stable Diffusion v2, Stable Diffusion v2, Stable Diffusion v2, Stable Diffusion v2"
45,46,1,itsPaulAi,Paul Couvert,822.97,519.47,58.42,11,167.6,11,494,✓,,219511,"Stable Diffusion 3, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Claude 3.5 Haiku, Veo 2, Veo 2, Veo 2, GPT-4.5, ChatGPT Agent, ChatGPT Agent"
46,55,9,theo,Theo - t3.gg,793.28,473.47,67.55,8,63.5,4,144,✓,,248507,"Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, GPT-4.5, Gemini 2.5, GPT-5"
47,44,-3,Kon__K,Kon Karapanagiotidis,783.80,533.82,46.83,9,70.6,3,229,,,77415,"Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus"
48,58,10,demishassabis,Demis Hassabis,764.46,463.85,64.81,8,116.6,2,400,✓,,495537,"Gemini 2.0 Flash, Gemini 2.0 Flash, Veo 2, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5"
49,47,-2,NickMcKim,Nick McKim,758.26,516.43,46.83,18,154.6,46,323,,,26621,"Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus"
50,51,1,masahirochaen,チャエン | デジライズ CEO《重要AIニュースを毎日最速で発信⚡️》,750.78,502.34,49.46,20,211.8,6,499,✓,,172150,"Sora 1, Amazon Nova, Amazon Nova, Gemini 2.0 Flash, Claude 3.5 Haiku, Claude 3.5 Haiku, Veo 2, GPT-4.5, GPT-4.5, Manus, Manus, Manus, Manus, Manus, Claude 4, ChatGPT Agent, ChatGPT Agent, ChatGPT Agent, Sora 2, Sora 2"
51,49,-2,MaxWinebach,Max Weinbach,749.83,503.88,48.81,21,236.6,8,473,✓,,278487,"Stable Diffusion v2, GPT-4, GPT-4, Gemini 1.0, Gemini 1.0, Stable Diffusion 3, Amazon Nova, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.5, Gemini 2.5, Gemini 2.5, GPT-5, GPT-5, GPT-5, GPT-5, GPT-5, ChatGPT Agent, ChatGPT Agent, ChatGPT Agent"
52,56,4,_philschmid,Philipp Schmid,749.38,473.20,58.36,22,189.5,23,361,✓,,46700,"Gemini 1.0, Amazon Nova, Amazon Nova, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Manus, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5"
53,50,-3,JulianBurnside,Julian Burnside,738.86,503.21,46.83,13,122.5,7,294,,,162678,"Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus"
54,54,0,fchollet,François Chollet,732.92,474.40,54.49,15,173.1,9,400,✓,,576640,"GitHub Copilot, Cursor, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, GPT-5, GPT-5"
55,59,4,adonis_singh,adi,715.10,463.70,54.22,12,133.6,25,400,✓,,13976,"Sora 1, Gemini 2.0 Flash, Claude 3.5 Haiku, Claude 3.5 Haiku, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, Claude 4, ChatGPT Agent, ChatGPT Agent"
56,48,-8,AtarayoSD,Yasuhito Nagatomo 🌙,703.23,510.67,37.71,7,32.3,18,54,,,4342,"Stable Diffusion v2, Stable Diffusion v2, Stable Diffusion v2, Stable Diffusion v2, Stable Diffusion v2, Stable Diffusion v2, Stable Diffusion v2"
57,53,-4,waitin4agi_,Varun Mayya,687.90,476.95,44.23,8,75.1,7,302,✓,,217035,"Midjourney v1, DALL-E 2, DALL-E 2, DALL-E 2, DALL-E 2, GPT-4, ChatGPT Agent, ChatGPT Agent"
58,60,2,chatgpt21,Chris,687.34,440.00,56.21,18,261.9,13,500,✓,,17369,"Sora 1, Sora 1, Veo 2, Veo 2, GPT-4.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Claude 4, Claude 4, Claude 4, Claude 4, Claude 4, ChatGPT Agent, ChatGPT Agent, Sora 2, Sora 2, Sora 2"
59,57,-2,itmedia_news,ITmedia NEWS,686.53,471.65,45.56,29,274.8,36,492,✓,,349256,"GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, Cursor, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, Stable Diffusion 3, Claude 3.5 Haiku"
60,52,-8,ciguleva,Tatiana Tsiguleva,683.55,493.20,38.59,6,20.3,4,34,✓,,76332,"Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v6, Midjourney V1 video model"
61,61,0,alexalbert__,Alex Albert,669.64,433.86,54.34,7,59.4,2,171,✓,,99437,"Claude 3.5 Haiku, Claude 3.5 Haiku, Claude 3.5 Haiku, Claude 3.5 Haiku, Claude 3.5 Haiku, Claude 3.5 Haiku, Claude 4"
62,63,1,imxiaohu,小互,667.18,417.72,59.72,10,119.2,15,329,✓,,72003,"Stable Diffusion 3, Stable Diffusion 3, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Claude 3.5 Haiku, Claude 3.5 Haiku, Claude 3.5 Haiku, Veo 2"
63,71,8,OriolVinyalsML,Oriol Vinyals,647.97,388.53,66.77,12,164.8,40,483,✓,,184213,"GPT-4, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, GPT-5"
64,68,4,Prashant_1722,Prashant,637.25,392.65,62.29,8,80.1,34,151,✓,,12971,"Claude 3.5 Haiku, Gemini 2.5, Gemini 2.5, Claude 4, GPT-5, ChatGPT Agent, ChatGPT Agent, Sora 2"
65,65,0,lexfridman,Lex Fridman,625.37,412.40,51.64,8,131.2,1,416,✓,,4434479,"Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Midjourney v6, GPT-5"
66,67,1,DeryaTR_,"Derya Unutmaz, MD",618.81,403.55,53.34,25,275.2,6,497,✓,,320173,"Sora 1, Veo 2, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, GPT-4o Image Generation, Claude 4, GPT-5, GPT-5, GPT-5, Sora 2, Sora 2"
67,66,-1,mattshumer_,Matt Shumer,615.41,404.08,52.30,9,132.6,2,476,✓,,95849,"Sora 1, Claude 3.5 Haiku, Veo 2, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5"
68,69,1,Sentdex,Harrison Kinsley,613.28,392.26,56.34,27,306.0,35,491,✓,,94992,"GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, Gemini 2.5, Claude 4, Claude 4, Claude 4, GPT-5, GPT-5, GPT-5, GPT-5"
69,70,1,kosuke_agos,Kosuke,605.68,392.24,54.42,10,179.8,5,463,✓,,71224,"Midjourney v1, Gemini 2.0 Flash, Gemini 2.0 Flash, Veo 2, GPT-4.5, Lovable 2.0, Cursor 1.0, GPT-5, ChatGPT Agent, Sora 2"
70,75,5,JulianGoldieSEO,Julian Goldie SEO,594.54,372.38,59.66,9,185.4,14,491,✓,,108109,"Gemini 2.0 Flash, Lovable 2.0, Claude 4, Claude 4, Claude 4, GPT-5, Sora 2, Sora 2, Sora 2"
71,76,5,GoogleCloudTech,Google Cloud Tech,592.62,371.55,59.50,24,248.7,17,495,✓,,1291763,"GitHub Copilot, Gemini 1.0, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Veo 2, Veo 2, Veo 2, Veo 2, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5"
72,62,-10,DexploreArts,Dexplore AI,591.22,425.37,38.99,6,37.0,4,78,,,631,"Midjourney v6, Midjourney v6, Midjourney v6, Midjourney v6, Midjourney v6, Midjourney v6"
73,74,1,MKBHD,Marques Brownlee,591.08,385.39,53.37,4,3.8,1,7,✓,,6279119,"DALL-E 2, Cursor, Veo 2, Veo 2"
74,64,-10,_rockt,Tim Rocktäschel,574.16,414.10,38.65,5,19.2,9,33,✓,,39599,"Genie 2, Genie 2, Genie 2, Genie 2, Genie 2"
75,80,5,ns123abc,NIK,569.78,350.79,62.43,5,41.8,1,88,✓,,43155,"GPT-4.5, GPT-4.5, Claude 4, Sora 2, Sora 2"
76,73,-3,Suhail,Suhail,558.66,385.70,44.84,10,153.6,19,420,✓,,389129,"Cursor, Cursor, Cursor, Cursor, GPT-4, GPT-4, GPT-4, DALL-E 3, DALL-E 3, GPT-5"
77,72,-5,minorun365,みのるん☁️ Minoru Onda,552.83,388.16,42.42,9,93.7,24,146,✓,,10306,"Amazon Nova, Amazon Nova, Amazon Nova, Amazon Nova, Amazon Nova, Amazon Nova, Amazon Nova, Claude 3.5 Haiku, Claude 3.5 Haiku"
78,77,-1,iannuttall,Ian Nuttall,549.20,359.87,52.61,9,163.8,2,494,✓,,71695,"Claude 4, Claude 4, Cursor 1.0, Cursor 1.0, GPT-5, GPT-5, GPT-5, GPT-5, GPT-5"
79,91,12,irmohkle,Ahmed,531.44,320.74,65.69,8,102.2,36,189,,,2294,"Sora 2, Sora 2, Sora 2, Sora 2, Sora 2, Sora 2, Sora 2, Sora 2"
80,84,4,shl,Sahil Lavingia,529.80,342.50,54.69,16,262.2,16,480,✓,,381035,"Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Gemini 2.5"
81,89,8,penpenguin2023,ペンギン,527.75,322.91,63.43,6,70.0,18,119,,,4854,"Stable Diffusion 3, Gemini 2.0 Flash, Sora 2, Sora 2, Sora 2, Sora 2"
82,90,8,AI_Kei75,Kei🍤衣装本舗,525.37,321.37,63.48,14,178.0,60,395,✓,,46645,"Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5"
83,78,-5,multimodalart,apolinario 🌐,524.53,352.71,48.71,10,131.1,32,264,✓,,14595,"Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, GPT-4o Image Generation"
84,86,2,AndrewCurran_,Andrew Curran,513.23,331.69,54.73,12,177.5,13,388,✓,,34611,"Genie 2, Gemini 2.0 Flash, Gemini 2.0 Flash, Claude 3.5 Haiku, Claude 3.5 Haiku, Veo 2, Veo 2, Veo 2, GPT-4.5, Gemini 2.5, Claude 4, GPT-5"
85,81,-4,dreamingtulpa,Dreaming Tulpa 🥓👑,509.82,348.08,46.47,8,120.8,14,253,✓,,55179,"Stable Diffusion v2, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, GPT-4o Image Generation"
86,82,-4,kinopee_ai,Kinopee / きのぴー,509.73,346.77,47.00,10,132.9,7,265,✓,,12209,"Amazon Nova, Claude 3.5 Haiku, Claude 3.5 Haiku, Claude 3.5 Haiku, Claude 3.5 Haiku, Claude 3.5 Haiku, Claude 3.5 Haiku, Cursor 1.0, Cursor 1.0, GPT-5"
87,87,0,apples_jimmy,Jimmy Apples 🍎/acc,508.15,331.02,53.51,5,51.2,1,121,✓,,58706,"Sora 1, Claude 3.5 Haiku, Veo 2, ChatGPT Agent, ChatGPT Agent"
88,85,-3,perplexity_ai,Perplexity,505.06,334.34,51.06,4,20.8,5,64,✓,,345359,"Gemini 1.0, Claude 3.5 Haiku, Claude 3.5 Haiku, Claude 3.5 Haiku"
89,79,-10,AndrewMayne,Andrew Mayne,503.34,351.54,43.18,10,186.7,3,425,✓,,689576,"DALL-E 2, DALL-E 2, DALL-E 2, Cursor, GPT-4, GPT-4, GPT-4, GPT-4, GPT-5, ChatGPT Agent"
90,83,-7,freeCodeCamp,freeCodeCamp.org,499.02,342.74,45.59,34,248.1,117,404,✓,,951445,"GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, Cursor, Cursor, Cursor, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-5"
91,99,8,auhazar,au hazar,490.96,296.31,65.69,5,59.6,18,139,✓,,1907,"Sora 2, Sora 2, Sora 2, Sora 2, Sora 2"
92,94,2,xeophon_,Xeophon,479.71,313.27,53.13,9,195.0,23,455,✓,,8376,"Gemini 1.0, Amazon Nova, Gemini 2.0 Flash, Veo 2, GPT-4.5, GPT-4.5, Claude 4, ChatGPT Agent, ChatGPT Agent"
93,103,10,ctgptlb,ChatGPT研究所,474.23,290.36,63.33,8,126.9,18,251,✓,,132375,"Gemini 2.0 Flash, Gemini 2.0 Flash, Veo 2, Veo 2, Veo 2, Gemini 2.5, ChatGPT Agent, ChatGPT Agent"
94,95,1,schroneko,ぬこぬこ | NUKO,469.98,311.14,51.05,7,101.3,19,248,✓,,13926,"Gemini 1.0, Claude 3.5 Haiku, Claude 3.5 Haiku, Claude 3.5 Haiku, GPT-4o Image Generation, ChatGPT Agent, ChatGPT Agent"
95,108,13,ozan_sihay,Ozan Sihay,464.86,278.77,66.75,11,173.6,60,382,✓,,66586,"Gemini 2.0 Flash, Gemini 2.0 Flash, Veo 2, Veo 2, Veo 2, Veo 2, Veo 2, Sora 2, Sora 2, Sora 2, Sora 2"
96,101,5,reach_vb,Vaibhav (VB) Srivastav,458.55,294.79,55.55,6,77.7,39,148,✓,,33405,"Stable Diffusion 3, Stable Diffusion 3, Gemini 2.0 Flash, Claude 3.5 Haiku, Claude 3.5 Haiku, GPT-5"
97,104,7,maccaw,Alex MacCaw,457.83,289.47,58.16,11,195.5,3,366,✓,,39332,"GitHub Copilot, Cursor, Cursor, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, Gemini 2.5, Gemini 2.5, GPT-5"
98,97,-1,Shpigford,Josh Pigford,456.05,301.08,51.47,19,253.4,23,472,✓,,55582,"Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, GPT-4, Gemini 2.5"
99,88,-11,madonomori,窓の杜,455.76,326.66,39.52,10,212.6,8,468,✓,,79237,"GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, DALL-E 2, DALL-E 2, GPT-4, GPT-4, Stable Diffusion 3, GPT-5"
100,92,-8,verge,The Verge,454.90,320.69,41.85,13,217.5,28,430,✓,,3444847,"GitHub Copilot, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, DALL-E 3, DALL-E 3, DALL-E 3, GPT-5, GPT-5, ChatGPT Agent"
101,102,1,ryancarson,Ryan Carson,446.52,291.14,53.37,19,284.2,38,489,✓,,154039,"Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Gemini 2.5, Claude 4, GPT-5"
102,96,-6,paulg,Paul Graham,443.10,302.83,46.32,6,83.8,41,229,✓,,2082159,"GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4"
103,93,-10,JordiRib1,Jordi Ribas,442.83,317.84,39.32,7,149.7,15,387,✓,,8799,"GPT-4, GPT-4, GPT-4, DALL-E 3, DALL-E 3, DALL-E 3, GPT-4o Image Generation"
104,100,-4,TheAIColony,The AI Colony,430.71,295.76,45.63,6,108.7,7,280,✓,,193825,"Midjourney v1, Gemini 2.0 Flash, Gemini 2.0 Flash, Lovable 2.0, Lovable 2.0, Claude 4"
105,98,-7,hardmaru,hardmaru,414.09,300.71,37.71,4,29.8,5,47,✓,,361023,"Stable Diffusion v2, Stable Diffusion v2, Stable Diffusion v2, Stable Diffusion v2"
106,116,10,FinanceYF5,AI Will,410.99,262.12,56.79,6,104.0,19,241,,,177519,"Midjourney v1, Amazon Nova, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Sora 2"
107,120,13,WesRothMoney,Wes Roth,409.54,250.98,63.17,10,224.9,8,439,✓,,22808,"Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Claude 4, Claude 4, GPT-5, ChatGPT Agent, ChatGPT Agent"
108,106,-2,heyshrutimishra,Shruti,408.71,280.85,45.53,7,141.4,8,280,✓,,165489,"Veo 2, Veo 2, GPT-4o Image Generation, Lovable 2.0, Lovable 2.0, ChatGPT Agent, ChatGPT Agent"
109,114,5,ochyai,落合陽一 Yoichi OCHIAI,399.09,263.32,51.56,14,222.3,61,458,✓,,598197,"Cursor, Cursor, Cursor, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4.5, GPT-4.5, GPT-5, GPT-5"
110,105,-5,80Level,80 LEVEL,399.06,286.78,39.15,7,100.7,36,212,✓,,249706,"DALL-E 2, DALL-E 2, DALL-E 2, DALL-E 2, DALL-E 2, Cursor, Manus"
111,110,-1,sarahinthesen8,💚🌏 Sarah Hanson-Young,398.26,271.24,46.83,4,40.0,19,62,,,175589,"Manus, Manus, Manus, Manus"
112,121,9,godofprompt,God of Prompt,397.61,250.72,58.59,8,140.2,46,291,✓,,146520,"Gemini 2.0 Flash, Claude 3.5 Haiku, Veo 2, GPT-4.5, GPT-4o Image Generation, Claude 4, Claude 4, GPT-5"
113,109,-4,teortaxesTex,Teortaxes▶️ (DeepSeek 推特🐋铁粉 2023 – ∞),388.90,276.10,40.85,4,77.8,4,279,✓,,45833,"DALL-E 1, Claude 1, Sora 1, GPT-4.5"
114,124,10,arena,lmarena.ai,387.25,249.48,55.22,8,139.4,23,193,✓,,95099,"Gemini 1.0, Stable Diffusion 3, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5"
115,107,-8,tjournal,TJ,386.06,280.30,37.73,6,78.5,35,96,,,770347,"DALL-E 2, DALL-E 2, DALL-E 2, DALL-E 2, DALL-E 2, DALL-E 2"
116,119,3,mqasem,Dr. Mohamed Qasem د. محمد قاسم,385.84,257.35,49.93,9,175.4,18,315,✓,,760419,"GPT-4, GPT-4, GPT-4, Veo 2, Manus, Manus, Manus, Manus, Gemini 2.5"
117,132,15,tetumemo,テツメモ｜AI図解×検証｜Newsletter,384.36,236.53,62.50,15,267.5,52,487,✓,,30886,"Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Claude 3.5 Haiku, Claude 3.5 Haiku, Manus, Manus, Manus, Gemini 2.5, Gemini 2.5, Claude 4, ChatGPT Agent, ChatGPT Agent, Sora 2, Sora 2"
118,123,5,VraserX,VraserX e/acc,382.72,249.78,53.22,10,274.8,19,471,✓,,11103,"Sora 1, GPT-4.5, GPT-4.5, GPT-4.5, Gemini 2.5, GPT-5, GPT-5, ChatGPT Agent, ChatGPT Agent, Sora 2"
119,111,-8,antonosika,Anton Osika – eu/acc,379.22,270.29,40.30,3,10.7,1,16,✓,,64457,"Lovable 2.0, Lovable 2.0, Lovable 2.0"
120,125,5,NickADobos,Nick Dobos,377.30,246.22,53.23,3,21.3,7,47,✓,,49790,"Sora 1, ChatGPT Agent, ChatGPT Agent"
121,126,5,howie_serious,howie.serious,374.65,245.42,52.66,12,206.8,9,359,✓,,44843,"Sora 1, Gemini 2.0 Flash, Gemini 2.0 Flash, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, Gemini 2.5, Sora 2"
122,133,11,dotey,宝玉,373.77,234.01,59.72,10,223.0,54,494,✓,,136545,"GPT-4.5, GPT-4.5, GPT-4.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Claude 4, GPT-5, Sora 2"
123,136,13,rileybrown_ai,Riley Brown,373.41,226.48,64.87,3,29.3,8,44,✓,,91241,"Claude 4, Claude 4, Claude 4"
124,112,-12,awesome_visuals,awesome_visuals,370.17,266.40,38.95,5,102.6,6,230,✓,,30212,"Midjourney v1, Midjourney v1, Midjourney v1, Midjourney V1 video model, Midjourney V1 video model"
125,113,-12,towya_aillust,とうや,367.16,265.17,38.46,7,119.3,19,210,✓,,11930,"Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v6"
126,118,-8,nimentrix,Nimentrix,366.97,259.38,41.48,7,160.7,8,344,✓,,3739,"Midjourney v1, Midjourney v1, Midjourney V1 video model, Midjourney V1 video model, Sora 2, Sora 2, Sora 2"
127,115,-12,TrungTPhan,Trung Phan,364.50,263.03,38.58,5,148.4,11,420,✓,,726539,"Cursor, Cursor, DALL-E 3, Midjourney v6, Midjourney v6"
128,141,13,vasumanmoza,vas,364.04,220.56,65.06,3,37.0,2,88,✓,,26383,"Claude 4, Claude 4, GPT-5"
129,128,-1,nrqa__,Nelly;,363.31,242.89,49.58,6,111.5,15,176,✓,,69946,"Stable Diffusion 3, GPT-4.5, GPT-4o Image Generation, GPT-4o Image Generation, ChatGPT Agent, ChatGPT Agent"
130,117,-13,revelinai,revelinai,360.89,260.21,38.69,3,15.7,1,40,✓,,11275,"Midjourney v1, Midjourney v1, Midjourney V1 video model"
131,127,-4,MarioNawfal,Mario Nawfal,359.33,244.76,46.81,12,238.2,9,492,✓,,2642622,"Gemini 1.0, Amazon Nova, Gemini 2.0 Flash, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, Gemini 2.5, GPT-5"
132,134,2,chetaslua,Chetaslua,353.97,232.01,52.57,6,137.2,21,270,✓,,6886,"Genie 2, Veo 2, Gemini 2.5, GPT-5, ChatGPT Agent, ChatGPT Agent"
133,140,7,Saboo_Shubham_,Shubham Saboo,353.86,221.70,59.61,6,175.2,26,421,✓,,92766,"GPT-4.5, Manus, Gemini 2.5, Gemini 2.5, Claude 4, Claude 4"
134,138,4,rauchg,Guillermo Rauch,348.65,225.80,54.41,15,294.0,39,481,✓,,302880,"GitHub Copilot, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, Cursor, GPT-4, GPT-4, GPT-4, GPT-4, GPT-4, GPT-5, GPT-5"
135,130,-5,adcock_brett,Brett Adcock,347.75,237.14,46.64,5,103.2,13,229,✓,,297430,"Midjourney v6, Gemini 2.0 Flash, Claude 3.5 Haiku, Veo 2, Cursor 1.0"
136,145,9,smalkalbani,سعيد الكلباني,347.40,218.02,59.34,8,165.8,3,273,✓,,55348,"Gemini 2.0 Flash, Veo 2, GPT-4.5, GPT-4.5, ChatGPT Agent, ChatGPT Agent, Sora 2, Sora 2"
137,143,6,CodeByPoonam,Poonam Soni,347.08,219.60,58.05,8,188.1,8,417,✓,,215759,"Gemini 2.0 Flash, Veo 2, Veo 2, Manus, Gemini 2.5, GPT-4o Image Generation, ChatGPT Agent, Sora 2"
138,122,-16,wongmjane,Jane Manchun Wong,344.88,250.08,37.91,6,190.0,6,482,✓,,169481,"DALL-E 2, DALL-E 2, Stable Diffusion v2, Stable Diffusion v2, Cursor, Gemini 2.5"
